timestamp,name,family,freq,params,rationale
2026-07-24T23:41:59,str_reversal_gen_28d,B,W,"{""days"": 28}",Mean reversion (generated): fade the trailing 28-day move.
2026-07-24T23:41:59,turn_of_month_gen_6_2,C,D,"{""first_n"": 6, ""last_n"": 2}","Calendar (generated): turn-of-month window, first 6 + last 2 trading days."
2026-07-24T23:41:59,low_vol_xsec_gen_143d,D,M,"{""vol_window"": 143}",Defensive anomaly (generated): BAB-lite split using a 143-day vol-ranking window.
2026-07-24T23:41:59,donchian_gen_105d,I,D,"{""window"": 105}","Breakout (generated): long a new 105-day high, short a new 105-day low."
2026-07-24T23:41:59,tsmom_gen_250d,A,M,"{""lookback_days"": 250}",Trend (generated): sign of the trailing 250-day return.
2026-07-24T23:41:59,str_reversal_gen_20d,B,W,"{""days"": 20}",Mean reversion (generated): fade the trailing 20-day move.
2026-07-24T23:41:59,turn_of_month_gen_3_4,C,D,"{""first_n"": 3, ""last_n"": 4}","Calendar (generated): turn-of-month window, first 3 + last 4 trading days."
2026-07-24T23:41:59,low_vol_xsec_gen_158d,D,M,"{""vol_window"": 158}",Defensive anomaly (generated): BAB-lite split using a 158-day vol-ranking window.
2026-07-24T23:41:59,donchian_gen_63d,I,D,"{""window"": 63}","Breakout (generated): long a new 63-day high, short a new 63-day low."
2026-07-25T13:16:53,tsmom_gen_316d,A,M,"{""lookback_days"": 316}",Trend (generated): sign of the trailing 316-day return.
2026-07-25T13:16:53,str_reversal_gen_21d,B,W,"{""days"": 21}",Mean reversion (generated): fade the trailing 21-day move.
2026-07-25T13:16:53,turn_of_month_gen_7_2,C,D,"{""first_n"": 7, ""last_n"": 2}","Calendar (generated): turn-of-month window, first 7 + last 2 trading days."
2026-07-25T13:16:53,low_vol_xsec_gen_46d,D,M,"{""vol_window"": 46}",Defensive anomaly (generated): BAB-lite split using a 46-day vol-ranking window.
2026-07-25T13:16:53,donchian_gen_92d,I,D,"{""window"": 92}","Breakout (generated): long a new 92-day high, short a new 92-day low."
2026-07-25T13:16:53,tsmom_gen_257d,A,M,"{""lookback_days"": 257}",Trend (generated): sign of the trailing 257-day return.
2026-07-25T13:16:53,str_reversal_gen_27d,B,W,"{""days"": 27}",Mean reversion (generated): fade the trailing 27-day move.
2026-07-25T13:16:53,turn_of_month_gen_2_6,C,D,"{""first_n"": 2, ""last_n"": 6}","Calendar (generated): turn-of-month window, first 2 + last 6 trading days."
2026-07-25T13:16:53,low_vol_xsec_gen_93d,D,M,"{""vol_window"": 93}",Defensive anomaly (generated): BAB-lite split using a 93-day vol-ranking window.
2026-07-25T13:16:53,donchian_gen_22d,I,D,"{""window"": 22}","Breakout (generated): long a new 22-day high, short a new 22-day low."
2026-07-25T13:16:53,tsmom_gen_77d,A,M,"{""lookback_days"": 77}",Trend (generated): sign of the trailing 77-day return.
2026-07-25T13:16:53,str_reversal_gen_2d,B,W,"{""days"": 2}",Mean reversion (generated): fade the trailing 2-day move.
2026-07-25T13:16:53,turn_of_month_gen_8_2,C,D,"{""first_n"": 8, ""last_n"": 2}","Calendar (generated): turn-of-month window, first 8 + last 2 trading days."
2026-07-25T13:16:53,low_vol_xsec_gen_161d,D,M,"{""vol_window"": 161}",Defensive anomaly (generated): BAB-lite split using a 161-day vol-ranking window.
2026-07-25T13:16:53,donchian_gen_83d,I,D,"{""window"": 83}","Breakout (generated): long a new 83-day high, short a new 83-day low."
2026-07-25T13:16:53,tsmom_gen_216d,A,M,"{""lookback_days"": 216}",Trend (generated): sign of the trailing 216-day return.
2026-07-25T13:16:53,str_reversal_gen_39d,B,W,"{""days"": 39}",Mean reversion (generated): fade the trailing 39-day move.
2026-07-25T13:16:53,turn_of_month_gen_6_1,C,D,"{""first_n"": 6, ""last_n"": 1}","Calendar (generated): turn-of-month window, first 6 + last 1 trading days."
2026-07-25T13:16:53,low_vol_xsec_gen_141d,D,M,"{""vol_window"": 141}",Defensive anomaly (generated): BAB-lite split using a 141-day vol-ranking window.
2026-07-25T13:16:53,donchian_gen_74d,I,D,"{""window"": 74}","Breakout (generated): long a new 74-day high, short a new 74-day low."
2026-07-25T17:00:06,tsmom_gen_109d,A,M,"{""lookback_days"": 109}",Trend (generated): sign of the trailing 109-day return.
2026-07-25T17:00:06,str_reversal_gen_32d,B,W,"{""days"": 32}",Mean reversion (generated): fade the trailing 32-day move.
2026-07-25T17:00:06,turn_of_month_gen_1_6,C,D,"{""first_n"": 1, ""last_n"": 6}","Calendar (generated): turn-of-month window, first 1 + last 6 trading days."
2026-07-25T17:00:06,low_vol_xsec_gen_72d,D,M,"{""vol_window"": 72}",Defensive anomaly (generated): BAB-lite split using a 72-day vol-ranking window.
2026-07-25T17:00:06,donchian_gen_10d,I,D,"{""window"": 10}","Breakout (generated): long a new 10-day high, short a new 10-day low."
2026-07-25T17:00:06,tsmom_gen_366d,A,M,"{""lookback_days"": 366}",Trend (generated): sign of the trailing 366-day return.
2026-07-25T17:00:06,str_reversal_gen_30d,B,W,"{""days"": 30}",Mean reversion (generated): fade the trailing 30-day move.
2026-07-25T17:00:06,turn_of_month_gen_5_6,C,D,"{""first_n"": 5, ""last_n"": 6}","Calendar (generated): turn-of-month window, first 5 + last 6 trading days."
2026-07-25T17:00:06,low_vol_xsec_gen_130d,D,M,"{""vol_window"": 130}",Defensive anomaly (generated): BAB-lite split using a 130-day vol-ranking window.
2026-07-25T17:00:06,donchian_gen_16d,I,D,"{""window"": 16}","Breakout (generated): long a new 16-day high, short a new 16-day low."
2026-07-25T17:00:06,tsmom_gen_312d,A,M,"{""lookback_days"": 312}",Trend (generated): sign of the trailing 312-day return.
2026-07-25T17:00:06,str_reversal_gen_29d,B,W,"{""days"": 29}",Mean reversion (generated): fade the trailing 29-day move.
2026-07-25T17:00:06,turn_of_month_gen_5_1,C,D,"{""first_n"": 5, ""last_n"": 1}","Calendar (generated): turn-of-month window, first 5 + last 1 trading days."
2026-07-25T17:00:06,low_vol_xsec_gen_48d,D,M,"{""vol_window"": 48}",Defensive anomaly (generated): BAB-lite split using a 48-day vol-ranking window.
2026-07-25T17:00:06,donchian_gen_70d,I,D,"{""window"": 70}","Breakout (generated): long a new 70-day high, short a new 70-day low."
2026-07-25T17:00:06,tsmom_gen_490d,A,M,"{""lookback_days"": 490}",Trend (generated): sign of the trailing 490-day return.
2026-07-25T17:00:06,str_reversal_gen_38d,B,W,"{""days"": 38}",Mean reversion (generated): fade the trailing 38-day move.
2026-07-25T17:00:06,turn_of_month_gen_7_7,C,D,"{""first_n"": 7, ""last_n"": 7}","Calendar (generated): turn-of-month window, first 7 + last 7 trading days."
2026-07-25T17:00:06,low_vol_xsec_gen_83d,D,M,"{""vol_window"": 83}",Defensive anomaly (generated): BAB-lite split using a 83-day vol-ranking window.
2026-07-25T17:00:06,donchian_gen_42d,I,D,"{""window"": 42}","Breakout (generated): long a new 42-day high, short a new 42-day low."
2026-07-26T03:03:25,tsmom_gen_118d,A,M,"{""lookback_days"": 118}",Trend (generated): sign of the trailing 118-day return.
2026-07-26T03:03:25,str_reversal_gen_5d,B,W,"{""days"": 5}",Mean reversion (generated): fade the trailing 5-day move.
2026-07-26T03:03:25,turn_of_month_gen_5_2,C,D,"{""first_n"": 5, ""last_n"": 2}","Calendar (generated): turn-of-month window, first 5 + last 2 trading days."
2026-07-26T03:03:25,low_vol_xsec_gen_179d,D,M,"{""vol_window"": 179}",Defensive anomaly (generated): BAB-lite split using a 179-day vol-ranking window.
2026-07-26T03:03:25,donchian_gen_65d,I,D,"{""window"": 65}","Breakout (generated): long a new 65-day high, short a new 65-day low."
2026-07-26T03:03:25,tsmom_gen_242d,A,M,"{""lookback_days"": 242}",Trend (generated): sign of the trailing 242-day return.
2026-07-26T03:03:25,str_reversal_gen_16d,B,W,"{""days"": 16}",Mean reversion (generated): fade the trailing 16-day move.
2026-07-26T03:03:25,turn_of_month_gen_4_6,C,D,"{""first_n"": 4, ""last_n"": 6}","Calendar (generated): turn-of-month window, first 4 + last 6 trading days."
2026-07-26T03:03:25,low_vol_xsec_gen_129d,D,M,"{""vol_window"": 129}",Defensive anomaly (generated): BAB-lite split using a 129-day vol-ranking window.
2026-07-26T03:03:25,donchian_gen_73d,I,D,"{""window"": 73}","Breakout (generated): long a new 73-day high, short a new 73-day low."
2026-07-26T03:03:25,tsmom_gen_288d,A,M,"{""lookback_days"": 288}",Trend (generated): sign of the trailing 288-day return.
2026-07-26T03:03:25,str_reversal_gen_37d,B,W,"{""days"": 37}",Mean reversion (generated): fade the trailing 37-day move.
2026-07-26T03:03:25,turn_of_month_gen_2_7,C,D,"{""first_n"": 2, ""last_n"": 7}","Calendar (generated): turn-of-month window, first 2 + last 7 trading days."
2026-07-26T03:03:25,low_vol_xsec_gen_89d,D,M,"{""vol_window"": 89}",Defensive anomaly (generated): BAB-lite split using a 89-day vol-ranking window.
2026-07-26T03:03:25,donchian_gen_112d,I,D,"{""window"": 112}","Breakout (generated): long a new 112-day high, short a new 112-day low."
2026-07-26T03:03:25,tsmom_gen_249d,A,M,"{""lookback_days"": 249}",Trend (generated): sign of the trailing 249-day return.
2026-07-26T03:03:25,str_reversal_gen_6d,B,W,"{""days"": 6}",Mean reversion (generated): fade the trailing 6-day move.
2026-07-26T03:03:25,turn_of_month_gen_1_1,C,D,"{""first_n"": 1, ""last_n"": 1}","Calendar (generated): turn-of-month window, first 1 + last 1 trading days."
2026-07-26T03:03:25,low_vol_xsec_gen_16d,D,M,"{""vol_window"": 16}",Defensive anomaly (generated): BAB-lite split using a 16-day vol-ranking window.
2026-07-26T03:03:25,donchian_gen_114d,I,D,"{""window"": 114}","Breakout (generated): long a new 114-day high, short a new 114-day low."
2026-07-26T21:55:19,tsmom_gen_447d,A,M,"{""lookback_days"": 447}",Trend (generated): sign of the trailing 447-day return.
2026-07-26T21:55:19,str_reversal_gen_23d,B,W,"{""days"": 23}",Mean reversion (generated): fade the trailing 23-day move.
2026-07-26T21:55:19,turn_of_month_gen_7_5,C,D,"{""first_n"": 7, ""last_n"": 5}","Calendar (generated): turn-of-month window, first 7 + last 5 trading days."
2026-07-26T21:55:19,low_vol_xsec_gen_19d,D,M,"{""vol_window"": 19}",Defensive anomaly (generated): BAB-lite split using a 19-day vol-ranking window.
2026-07-26T21:55:19,donchian_gen_119d,I,D,"{""window"": 119}","Breakout (generated): long a new 119-day high, short a new 119-day low."
2026-07-26T21:55:19,tsmom_gen_428d,A,M,"{""lookback_days"": 428}",Trend (generated): sign of the trailing 428-day return.
2026-07-26T21:55:19,str_reversal_gen_22d,B,W,"{""days"": 22}",Mean reversion (generated): fade the trailing 22-day move.
2026-07-26T21:55:19,turn_of_month_gen_7_1,C,D,"{""first_n"": 7, ""last_n"": 1}","Calendar (generated): turn-of-month window, first 7 + last 1 trading days."
2026-07-26T21:55:19,low_vol_xsec_gen_104d,D,M,"{""vol_window"": 104}",Defensive anomaly (generated): BAB-lite split using a 104-day vol-ranking window.
2026-07-26T21:55:19,donchian_gen_120d,I,D,"{""window"": 120}","Breakout (generated): long a new 120-day high, short a new 120-day low."
2026-07-26T21:55:19,tsmom_gen_241d,A,M,"{""lookback_days"": 241}",Trend (generated): sign of the trailing 241-day return.
2026-07-26T21:55:19,str_reversal_gen_9d,B,W,"{""days"": 9}",Mean reversion (generated): fade the trailing 9-day move.
2026-07-26T21:55:19,turn_of_month_gen_8_8,C,D,"{""first_n"": 8, ""last_n"": 8}","Calendar (generated): turn-of-month window, first 8 + last 8 trading days."
2026-07-26T21:55:19,low_vol_xsec_gen_54d,D,M,"{""vol_window"": 54}",Defensive anomaly (generated): BAB-lite split using a 54-day vol-ranking window.
2026-07-26T21:55:19,donchian_gen_29d,I,D,"{""window"": 29}","Breakout (generated): long a new 29-day high, short a new 29-day low."
2026-07-26T21:55:19,tsmom_gen_192d,A,M,"{""lookback_days"": 192}",Trend (generated): sign of the trailing 192-day return.
2026-07-26T21:55:19,str_reversal_gen_7d,B,W,"{""days"": 7}",Mean reversion (generated): fade the trailing 7-day move.
2026-07-26T21:55:19,turn_of_month_gen_6_3,C,D,"{""first_n"": 6, ""last_n"": 3}","Calendar (generated): turn-of-month window, first 6 + last 3 trading days."
2026-07-26T21:55:19,low_vol_xsec_gen_43d,D,M,"{""vol_window"": 43}",Defensive anomaly (generated): BAB-lite split using a 43-day vol-ranking window.
2026-07-26T21:55:19,donchian_gen_90d,I,D,"{""window"": 90}","Breakout (generated): long a new 90-day high, short a new 90-day low."
2026-07-30T05:27:38,tsmom_gen_144d,A,M,"{""lookback_days"": 144}",Trend (generated): sign of the trailing 144-day return.
2026-07-30T05:27:38,str_reversal_gen_10d,B,W,"{""days"": 10}",Mean reversion (generated): fade the trailing 10-day move.
2026-07-30T05:27:38,turn_of_month_gen_7_3,C,D,"{""first_n"": 7, ""last_n"": 3}","Calendar (generated): turn-of-month window, first 7 + last 3 trading days."
2026-07-30T05:27:38,low_vol_xsec_gen_174d,D,M,"{""vol_window"": 174}",Defensive anomaly (generated): BAB-lite split using a 174-day vol-ranking window.
2026-07-30T05:27:38,donchian_gen_67d,I,D,"{""window"": 67}","Breakout (generated): long a new 67-day high, short a new 67-day low."
2026-07-30T05:27:38,tsmom_gen_325d,A,M,"{""lookback_days"": 325}",Trend (generated): sign of the trailing 325-day return.
2026-07-30T05:27:38,str_reversal_gen_8d,B,W,"{""days"": 8}",Mean reversion (generated): fade the trailing 8-day move.
2026-07-30T05:27:38,turn_of_month_gen_6_5,C,D,"{""first_n"": 6, ""last_n"": 5}","Calendar (generated): turn-of-month window, first 6 + last 5 trading days."
2026-07-30T05:27:38,low_vol_xsec_gen_109d,D,M,"{""vol_window"": 109}",Defensive anomaly (generated): BAB-lite split using a 109-day vol-ranking window.
2026-07-30T05:27:38,donchian_gen_91d,I,D,"{""window"": 91}","Breakout (generated): long a new 91-day high, short a new 91-day low."
2026-07-30T05:27:38,tsmom_gen_356d,A,M,"{""lookback_days"": 356}",Trend (generated): sign of the trailing 356-day return.
2026-07-30T05:27:38,str_reversal_gen_11d,B,W,"{""days"": 11}",Mean reversion (generated): fade the trailing 11-day move.
2026-07-30T05:27:38,turn_of_month_gen_2_8,C,D,"{""first_n"": 2, ""last_n"": 8}","Calendar (generated): turn-of-month window, first 2 + last 8 trading days."
2026-07-30T05:27:38,low_vol_xsec_gen_73d,D,M,"{""vol_window"": 73}",Defensive anomaly (generated): BAB-lite split using a 73-day vol-ranking window.
2026-07-30T05:27:38,donchian_gen_27d,I,D,"{""window"": 27}","Breakout (generated): long a new 27-day high, short a new 27-day low."
2026-07-30T05:27:38,tsmom_gen_42d,A,M,"{""lookback_days"": 42}",Trend (generated): sign of the trailing 42-day return.
2026-07-30T05:27:38,str_reversal_gen_14d,B,W,"{""days"": 14}",Mean reversion (generated): fade the trailing 14-day move.
2026-07-30T05:27:38,turn_of_month_gen_5_5,C,D,"{""first_n"": 5, ""last_n"": 5}","Calendar (generated): turn-of-month window, first 5 + last 5 trading days."
2026-07-30T05:27:38,low_vol_xsec_gen_87d,D,M,"{""vol_window"": 87}",Defensive anomaly (generated): BAB-lite split using a 87-day vol-ranking window.
2026-07-30T05:27:38,donchian_gen_78d,I,D,"{""window"": 78}","Breakout (generated): long a new 78-day high, short a new 78-day low."
2026-08-01T22:03:01,tsmom_gen_102d,A,M,"{""lookback_days"": 102}",Trend (generated): sign of the trailing 102-day return.
2026-08-01T22:03:01,str_reversal_gen_26d,B,W,"{""days"": 26}",Mean reversion (generated): fade the trailing 26-day move.
2026-08-01T22:03:01,turn_of_month_gen_7_4,C,D,"{""first_n"": 7, ""last_n"": 4}","Calendar (generated): turn-of-month window, first 7 + last 4 trading days."
2026-08-01T22:03:01,low_vol_xsec_gen_86d,D,M,"{""vol_window"": 86}",Defensive anomaly (generated): BAB-lite split using a 86-day vol-ranking window.
2026-08-01T22:03:01,donchian_gen_93d,I,D,"{""window"": 93}","Breakout (generated): long a new 93-day high, short a new 93-day low."
2026-08-01T22:03:01,tsmom_gen_315d,A,M,"{""lookback_days"": 315}",Trend (generated): sign of the trailing 315-day return.
2026-08-01T22:03:01,str_reversal_gen_3d,B,W,"{""days"": 3}",Mean reversion (generated): fade the trailing 3-day move.
2026-08-01T22:03:01,turn_of_month_gen_6_4,C,D,"{""first_n"": 6, ""last_n"": 4}","Calendar (generated): turn-of-month window, first 6 + last 4 trading days."
2026-08-01T22:03:01,low_vol_xsec_gen_34d,D,M,"{""vol_window"": 34}",Defensive anomaly (generated): BAB-lite split using a 34-day vol-ranking window.
2026-08-01T22:03:01,donchian_gen_12d,I,D,"{""window"": 12}","Breakout (generated): long a new 12-day high, short a new 12-day low."
2026-08-01T22:03:01,tsmom_gen_344d,A,M,"{""lookback_days"": 344}",Trend (generated): sign of the trailing 344-day return.
2026-08-01T22:03:01,str_reversal_gen_31d,B,W,"{""days"": 31}",Mean reversion (generated): fade the trailing 31-day move.
2026-08-01T22:03:01,turn_of_month_gen_3_3,C,D,"{""first_n"": 3, ""last_n"": 3}","Calendar (generated): turn-of-month window, first 3 + last 3 trading days."
2026-08-01T22:03:01,low_vol_xsec_gen_105d,D,M,"{""vol_window"": 105}",Defensive anomaly (generated): BAB-lite split using a 105-day vol-ranking window.
2026-08-01T22:03:01,donchian_gen_24d,I,D,"{""window"": 24}","Breakout (generated): long a new 24-day high, short a new 24-day low."
2026-08-01T22:03:01,tsmom_gen_289d,A,M,"{""lookback_days"": 289}",Trend (generated): sign of the trailing 289-day return.
2026-08-01T22:03:01,str_reversal_gen_35d,B,W,"{""days"": 35}",Mean reversion (generated): fade the trailing 35-day move.
2026-08-01T22:03:01,turn_of_month_gen_3_1,C,D,"{""first_n"": 3, ""last_n"": 1}","Calendar (generated): turn-of-month window, first 3 + last 1 trading days."
2026-08-01T22:03:01,low_vol_xsec_gen_18d,D,M,"{""vol_window"": 18}",Defensive anomaly (generated): BAB-lite split using a 18-day vol-ranking window.
2026-08-01T22:03:01,donchian_gen_17d,I,D,"{""window"": 17}","Breakout (generated): long a new 17-day high, short a new 17-day low."
2026-08-02T22:02:45,tsmom_gen_373d,A,M,"{""lookback_days"": 373}",Trend (generated): sign of the trailing 373-day return.
2026-08-02T22:02:45,str_reversal_gen_19d,B,W,"{""days"": 19}",Mean reversion (generated): fade the trailing 19-day move.
2026-08-02T22:02:45,turn_of_month_gen_8_6,C,D,"{""first_n"": 8, ""last_n"": 6}","Calendar (generated): turn-of-month window, first 8 + last 6 trading days."
2026-08-02T22:02:45,low_vol_xsec_gen_166d,D,M,"{""vol_window"": 166}",Defensive anomaly (generated): BAB-lite split using a 166-day vol-ranking window.
2026-08-02T22:02:45,donchian_gen_14d,I,D,"{""window"": 14}","Breakout (generated): long a new 14-day high, short a new 14-day low."
2026-08-02T22:02:45,tsmom_gen_457d,A,M,"{""lookback_days"": 457}",Trend (generated): sign of the trailing 457-day return.
2026-08-02T22:02:45,str_reversal_gen_34d,B,W,"{""days"": 34}",Mean reversion (generated): fade the trailing 34-day move.
2026-08-02T22:02:45,turn_of_month_gen_6_8,C,D,"{""first_n"": 6, ""last_n"": 8}","Calendar (generated): turn-of-month window, first 6 + last 8 trading days."
2026-08-02T22:02:45,low_vol_xsec_gen_147d,D,M,"{""vol_window"": 147}",Defensive anomaly (generated): BAB-lite split using a 147-day vol-ranking window.
2026-08-02T22:02:45,donchian_gen_85d,I,D,"{""window"": 85}","Breakout (generated): long a new 85-day high, short a new 85-day low."
2026-08-02T22:02:45,tsmom_gen_419d,A,M,"{""lookback_days"": 419}",Trend (generated): sign of the trailing 419-day return.
2026-08-02T22:02:45,str_reversal_gen_24d,B,W,"{""days"": 24}",Mean reversion (generated): fade the trailing 24-day move.
2026-08-02T22:02:45,turn_of_month_gen_8_7,C,D,"{""first_n"": 8, ""last_n"": 7}","Calendar (generated): turn-of-month window, first 8 + last 7 trading days."
2026-08-02T22:02:45,low_vol_xsec_gen_164d,D,M,"{""vol_window"": 164}",Defensive anomaly (generated): BAB-lite split using a 164-day vol-ranking window.
2026-08-02T22:02:45,donchian_gen_109d,I,D,"{""window"": 109}","Breakout (generated): long a new 109-day high, short a new 109-day low."
2026-08-02T22:02:45,tsmom_gen_158d,A,M,"{""lookback_days"": 158}",Trend (generated): sign of the trailing 158-day return.
2026-08-02T22:02:45,str_reversal_gen_13d,B,W,"{""days"": 13}",Mean reversion (generated): fade the trailing 13-day move.
2026-08-02T22:02:45,turn_of_month_gen_1_2,C,D,"{""first_n"": 1, ""last_n"": 2}","Calendar (generated): turn-of-month window, first 1 + last 2 trading days."
2026-08-02T22:02:45,low_vol_xsec_gen_69d,D,M,"{""vol_window"": 69}",Defensive anomaly (generated): BAB-lite split using a 69-day vol-ranking window.
2026-08-02T22:02:45,donchian_gen_69d,I,D,"{""window"": 69}","Breakout (generated): long a new 69-day high, short a new 69-day low."
2026-08-03T22:14:18,tsmom_gen_411d,A,M,"{""lookback_days"": 411}",Trend (generated): sign of the trailing 411-day return.
2026-08-03T22:14:18,str_reversal_gen_15d,B,W,"{""days"": 15}",Mean reversion (generated): fade the trailing 15-day move.
2026-08-03T22:14:18,turn_of_month_gen_4_5,C,D,"{""first_n"": 4, ""last_n"": 5}","Calendar (generated): turn-of-month window, first 4 + last 5 trading days."
2026-08-03T22:14:18,low_vol_xsec_gen_173d,D,M,"{""vol_window"": 173}",Defensive anomaly (generated): BAB-lite split using a 173-day vol-ranking window.
2026-08-03T22:14:18,donchian_gen_103d,I,D,"{""window"": 103}","Breakout (generated): long a new 103-day high, short a new 103-day low."
2026-08-03T22:14:18,tsmom_gen_474d,A,M,"{""lookback_days"": 474}",Trend (generated): sign of the trailing 474-day return.
2026-08-03T22:14:18,str_reversal_gen_36d,B,W,"{""days"": 36}",Mean reversion (generated): fade the trailing 36-day move.
2026-08-03T22:14:18,turn_of_month_gen_8_5,C,D,"{""first_n"": 8, ""last_n"": 5}","Calendar (generated): turn-of-month window, first 8 + last 5 trading days."
2026-08-03T22:14:18,low_vol_xsec_gen_22d,D,M,"{""vol_window"": 22}",Defensive anomaly (generated): BAB-lite split using a 22-day vol-ranking window.
2026-08-03T22:14:18,donchian_gen_68d,I,D,"{""window"": 68}","Breakout (generated): long a new 68-day high, short a new 68-day low."
2026-08-03T22:14:18,tsmom_gen_485d,A,M,"{""lookback_days"": 485}",Trend (generated): sign of the trailing 485-day return.
2026-08-03T22:14:18,str_reversal_gen_4d,B,W,"{""days"": 4}",Mean reversion (generated): fade the trailing 4-day move.
2026-08-03T22:14:18,turn_of_month_gen_5_8,C,D,"{""first_n"": 5, ""last_n"": 8}","Calendar (generated): turn-of-month window, first 5 + last 8 trading days."
2026-08-03T22:14:18,low_vol_xsec_gen_142d,D,M,"{""vol_window"": 142}",Defensive anomaly (generated): BAB-lite split using a 142-day vol-ranking window.
2026-08-03T22:14:18,donchian_gen_95d,I,D,"{""window"": 95}","Breakout (generated): long a new 95-day high, short a new 95-day low."
2026-08-03T22:14:18,tsmom_gen_328d,A,M,"{""lookback_days"": 328}",Trend (generated): sign of the trailing 328-day return.
2026-08-03T22:14:18,str_reversal_gen_17d,B,W,"{""days"": 17}",Mean reversion (generated): fade the trailing 17-day move.
2026-08-03T22:14:18,turn_of_month_gen_4_1,C,D,"{""first_n"": 4, ""last_n"": 1}","Calendar (generated): turn-of-month window, first 4 + last 1 trading days."
2026-08-03T22:14:18,low_vol_xsec_gen_140d,D,M,"{""vol_window"": 140}",Defensive anomaly (generated): BAB-lite split using a 140-day vol-ranking window.
2026-08-03T22:14:18,donchian_gen_118d,I,D,"{""window"": 118}","Breakout (generated): long a new 118-day high, short a new 118-day low."
2026-08-04T22:19:36,tsmom_gen_336d,A,M,"{""lookback_days"": 336}",Trend (generated): sign of the trailing 336-day return.
2026-08-04T22:19:36,str_reversal_gen_18d,B,W,"{""days"": 18}",Mean reversion (generated): fade the trailing 18-day move.
2026-08-04T22:19:36,turn_of_month_gen_3_8,C,D,"{""first_n"": 3, ""last_n"": 8}","Calendar (generated): turn-of-month window, first 3 + last 8 trading days."
2026-08-04T22:19:36,low_vol_xsec_gen_138d,D,M,"{""vol_window"": 138}",Defensive anomaly (generated): BAB-lite split using a 138-day vol-ranking window.
2026-08-04T22:19:36,donchian_gen_66d,I,D,"{""window"": 66}","Breakout (generated): long a new 66-day high, short a new 66-day low."
2026-08-04T22:19:36,tsmom_gen_471d,A,M,"{""lookback_days"": 471}",Trend (generated): sign of the trailing 471-day return.
2026-08-04T22:19:36,turn_of_month_gen_8_1,C,D,"{""first_n"": 8, ""last_n"": 1}","Calendar (generated): turn-of-month window, first 8 + last 1 trading days."
2026-08-04T22:19:36,low_vol_xsec_gen_55d,D,M,"{""vol_window"": 55}",Defensive anomaly (generated): BAB-lite split using a 55-day vol-ranking window.
2026-08-04T22:19:36,donchian_gen_61d,I,D,"{""window"": 61}","Breakout (generated): long a new 61-day high, short a new 61-day low."
2026-08-04T22:19:36,tsmom_gen_258d,A,M,"{""lookback_days"": 258}",Trend (generated): sign of the trailing 258-day return.
2026-08-04T22:19:36,str_reversal_gen_25d,B,W,"{""days"": 25}",Mean reversion (generated): fade the trailing 25-day move.
2026-08-04T22:19:36,turn_of_month_gen_4_8,C,D,"{""first_n"": 4, ""last_n"": 8}","Calendar (generated): turn-of-month window, first 4 + last 8 trading days."
2026-08-04T22:19:36,low_vol_xsec_gen_74d,D,M,"{""vol_window"": 74}",Defensive anomaly (generated): BAB-lite split using a 74-day vol-ranking window.
2026-08-04T22:19:36,donchian_gen_31d,I,D,"{""window"": 31}","Breakout (generated): long a new 31-day high, short a new 31-day low."
